"","logFC.x","AveExpr.x","t.x","P.Value.x","adj.P.Val.x","B.x","Antigen","logFC.y","AveExpr.y","t.y","P.Value.y","adj.P.Val.y","B.y"
"IF",14.7982217338011,7.32762496919821,4.5649337299205,0.000526676504049418,0.00667123571795929,-0.0505210537094634,"IF",15.1705905823243,7.32762496919821,4.75153678117712,0.000375426825588954,0.0142662193723803,0.298032088242658
"ssDNA",2.7364673742487,10.7506480598428,2.5966045122086,0.0218352974812854,0.0691451086907372,-3.42147369658513,"ssDNA",4.2149979495258,10.7506480598428,4.26906721955314,0.000871944170376433,0.0165669392371522,-0.422926373479555
